ID,Name,Height,Weight,Age,Sex,Profession,Salary,Height_indicator,Weight_indicator
7324,Беляков Семён,191.0,79.0,59,м,сантехник,51000,False,False
7325,Казаков Вадим,193.0,90.0,54,м,программист,415000,False,False
7326,Быков Дамир,171.0,74.0,33,м,автослесарь,81000,False,False
7327,Кондратьев Герасим,174.0,104.0,50,м,сантехник,267000,False,False
7328,Куликов Никита,176.0,69.0,33,м,студент,198000,False,False
7329,Зайцев Клим,170.0,115.0,76,м,продавец,137000,False,False
7330,Овчинников Матвей,193.0,81.0,52,м,сантехник,316000,False,False
7331,Белов Борислав,171.0,107.0,70,м,преподаватель,175000,False,False
7332,Медведев Виталий,172.0,102.0,63,м,врач,207000,False,False
7333,Захаров Давыд,192.0,57.0,28,м,бухгалтер,162000,False,False
7334,Афанасьев Август,171.0,88.0,61,м,преподаватель,444000,False,False
7335,Селиверстов Клим,175.0,87.0,88,м,студент,374000,True,False
7336,Крюков Василий,178.0,82.0,29,м,врач,198000,False,False
7337,Фёдоров Георгий,194.0,111.0,40,м,врач,476000,False,False
7338,Горбунов Евгений,177.0,82.0,87,м,программист,72000,False,False
7339,Мухин Данислав,187.0,113.0,19,м,автослесарь,323000,False,False
7340,Сазонов Руслан,166.0,100.0,83,м,продавец,311000,False,False
7341,Филатов Вадим,177.0,57.0,47,м,врач,95000,False,False
7342,Денисов Макарий,171.0,78.0,83,м,программист,163000,False,False
7343,Галкин Андрей,191.0,119.0,46,м,сантехник,131000,False,False
7344,Кононов Герасим,175.0,87.0,43,м,программист,203000,False,False
7345,Богданов Игорь,187.0,111.0,60,м,сантехник,223000,False,False
7346,Зыков Леонид,169.0,74.0,76,м,автослесарь,146000,False,False
7347,Казаков Кир,176.0,89.0,55,м,инженер,400000,False,False
7348,Рыбаков Гордей,174.0,113.0,67,м,автослесарь,137000,False,False
7349,Захаров Архип,176.0,109.0,55,м,бухгалтер,43000,False,False
7350,Ситников Тимур,170.0,58.0,37,м,врач,135000,False,False
7351,Дорофеев Сергей,175.0,68.0,80,м,инженер,162000,True,True
7352,Самсонов Димитрий,182.0,114.0,80,м,врач,102000,False,False
7353,Смирнов Влас,188.0,105.0,50,м,бухгалтер,123000,False,False
7354,Николаев Казимир,170.0,68.0,88,м,продавец,324000,False,True
7355,Артемьев Тимур,169.0,82.0,36,м,студент,27000,False,False
7356,Фадеев Ефим,177.0,105.0,22,м,инженер,78000,False,False
7357,Чернов Николай,180.0,95.0,82,м,врач,235000,False,False
7358,Евсеев Архип,175.0,91.0,49,м,студент,321000,True,False
7359,Потапов Степан,184.0,85.0,71,м,студент,199000,False,False
7360,Сафонов Архип,169.0,92.0,44,м,программист,335000,False,False
7361,Князев Авраам,193.0,115.0,80,м,автослесарь,348000,False,False
7362,Карпов Захар,175.0,89.0,44,м,продавец,214000,False,False
7363,Галкин Митрофан,170.0,111.0,78,м,инженер,308000,False,False
7364,Соловьёв Прохор,182.0,118.0,44,м,врач,392000,False,False
7365,Михайлов Леонид,173.0,97.0,82,м,сантехник,364000,False,False
7366,Шаров Владислав,193.0,68.0,35,м,инженер,202000,False,True
7367,Баранов Болеслав,168.0,111.0,19,м,продавец,353000,False,False
7368,Смирнов Данил,166.0,101.0,85,м,бухгалтер,429000,False,False
7369,Красильников Серафим,192.0,99.0,64,м,бухгалтер,156000,False,False
7370,Селезнёв Ждан,186.0,114.0,40,м,студент,229000,False,False
7371,Петров Викентий,185.0,110.0,71,м,инженер,10000,False,False
7372,Фомичёв Пётр,174.0,68.0,29,м,автослесарь,86000,False,True
7373,Колесников Роман,194.0,84.0,75,м,преподаватель,485000,False,False
7374,Иванов Демьян,165.0,88.0,25,м,инженер,236000,False,False
7375,Орлов Ринат,175.0,114.0,32,м,бухгалтер,332000,True,False
7376,Сысоев Булат,181.0,78.0,61,м,продавец,445000,False,False
7377,Марков Дмитрий,172.0,100.0,88,м,сантехник,13000,False,False
7378,Казаков Никанор,179.0,85.0,78,м,продавец,398000,False,False
7379,Марков Кирилл,168.0,115.0,18,м,программист,58000,False,False
7380,Кулаков Виталий,179.0,89.0,49,м,автослесарь,55000,False,False
7381,Осипов Никон,172.0,92.0,51,м,преподаватель,14000,False,False
7382,Кудряшов Альберт,175.0,101.0,41,м,врач,311000,True,False
7383,Калинин Борислав,192.0,75.0,56,м,инженер,288000,False,False
7384,Лыткин Фёдор,178.0,118.0,75,м,сантехник,160000,False,False
7385,Петухов Виктор,167.0,58.0,43,м,продавец,10000,False,False
7386,Нестеров Модест,187.0,92.0,70,м,студент,138000,False,False
7387,Савин Родион,169.0,74.0,25,м,программист,319000,False,False
7388,Суворов Макар,171.0,110.0,30,м,инженер,368000,False,False
7389,Ковалёв Остап,188.0,55.0,35,м,врач,286000,False,False
7390,Юдин Георгий,185.0,87.0,56,м,врач,354000,False,False
7391,Гришин Аполлон,176.0,114.0,46,м,сантехник,401000,False,False
7392,Мартынов Александр,168.0,68.0,31,м,программист,329000,False,True
7393,Рыбаков Валерий,187.0,104.0,63,м,сантехник,383000,False,False
7394,Мамонтов Рустам,166.0,75.0,37,м,сантехник,298000,False,False
7395,Горбунов Аристарх,174.0,110.0,39,м,сантехник,372000,False,False
7396,Горбачёв Бенедикт,174.0,116.0,37,м,преподаватель,109000,False,False
7397,Зиновьев Алексей,187.0,59.0,58,м,врач,104000,False,False
7398,Лобанов Алексей,188.0,85.0,27,м,сантехник,454000,False,False
7399,Михайлов Даниил,173.0,96.0,64,м,продавец,430000,False,False
7400,Данилов Демьян,167.0,89.0,69,м,бухгалтер,276000,False,False
7401,Шестаков Казимир,189.0,83.0,26,м,программист,165000,False,False
7402,Фролов Александр,170.0,96.0,85,м,сантехник,153000,False,False
7403,Тимофеев Святослав,190.0,105.0,19,м,программист,434000,False,False
7404,Фомин Руслан,184.0,100.0,40,м,сантехник,433000,False,False
7405,Елисеев Радий,174.0,101.0,68,м,продавец,400000,False,False
7406,Власов Иннокентий,171.0,62.0,47,м,преподаватель,359000,False,False
7407,Рыбаков Мирон,185.0,68.0,18,м,врач,145000,False,True
7408,Соловьёв Емельян,174.0,110.0,24,м,автослесарь,81000,False,False
7409,Николаев Бронислав,186.0,88.0,48,м,продавец,381000,False,False
7410,Абрамов Никола,167.0,51.0,74,м,врач,89000,False,False
7411,Захаров Август,173.0,101.0,32,м,автослесарь,337000,False,False
7412,Лихачёв Модест,182.0,88.0,29,м,программист,182000,False,False
7413,Брагин Ростислав,168.0,118.0,21,м,автослесарь,139000,False,False
7414,Веселов Мирон,172.0,83.0,84,м,бухгалтер,129000,False,False
7415,Петров Филипп,191.0,58.0,24,м,автослесарь,261000,False,False
7416,Лазарев Никодим,175.0,112.0,54,м,инженер,336000,True,False
7417,Антонов Дамир,176.0,86.0,20,м,инженер,304000,False,False
7418,Калинин Радий,184.0,90.0,60,м,программист,302000,False,False
7419,Шилов Моисей,167.0,50.0,73,м,врач,402000,False,False
7420,Колесников Дамир,191.0,63.0,42,м,преподаватель,107000,False,False
7421,Русаков Федот,176.0,68.0,30,м,продавец,499000,False,True
7422,Харитонов Архип,175.0,53.0,41,м,автослесарь,232000,False,False
7423,Иванков Назар,182.0,68.0,70,м,продавец,77000,False,True
7424,Бобылёв Леонид,165.0,111.0,83,м,преподаватель,386000,False,False
7425,Беляков Вадим,187.0,119.0,80,м,преподаватель,368000,False,False
7426,Гаврилов Радомир,179.0,67.0,41,м,врач,263000,False,False
7427,Журавлёв Ренат,175.0,96.0,70,м,автослесарь,297000,True,False
7428,Силин Диомид,165.0,88.0,71,м,преподаватель,150000,False,False
7429,Яковлев Сидор,175.0,50.0,67,м,студент,447000,True,False
7430,Пахомов Елисей,169.0,60.0,39,м,врач,99000,False,False
7431,Волков Потап,171.0,59.0,48,м,студент,481000,False,False
7432,Селиверстов Тимофей,175.0,81.0,84,м,продавец,43000,True,False
7433,Кошелев Филимон,169.0,68.0,87,м,продавец,383000,False,False
7434,Колесников Давыд,183.0,90.0,53,м,преподаватель,444000,False,False
7435,Дьячков Никита,194.0,78.0,45,м,программист,68000,False,False
7436,Гусев Никодим,191.0,112.0,30,м,врач,378000,False,False
7437,Николаев Влад,181.0,74.0,41,м,бухгалтер,410000,False,False
7438,Савельев Семен,172.0,108.0,31,м,бухгалтер,218000,False,False
7439,Белоусов Олег,169.0,108.0,43,м,бухгалтер,263000,False,False
7440,Соколов Августин,189.0,53.0,47,м,преподаватель,73000,False,False
7441,Алексеев Дамир,169.0,116.0,46,м,инженер,107000,False,False
7442,Григорьев Касьян,192.0,91.0,64,м,бухгалтер,431000,False,False
7443,Самойлов Борислав,175.0,101.0,36,м,преподаватель,290000,True,False
7444,Ларионов Викентий,177.0,111.0,40,м,продавец,431000,False,False
7445,Аксёнов Виссарион,169.0,83.0,25,м,преподаватель,338000,False,False
7446,Веселов Давид,190.0,104.0,70,м,бухгалтер,198000,False,False
7447,Власов Зорийй,187.0,96.0,40,м,инженер,405000,False,False
7448,Виноградов Викентий,181.0,65.0,54,м,инженер,85000,False,False
7449,Филиппов Степан,191.0,68.0,63,м,бухгалтер,207000,False,True
7450,Кулагин Алексей,179.0,101.0,35,м,автослесарь,45000,False,False
7451,Кононов Моисей,180.0,96.0,74,м,преподаватель,285000,False,False
7452,Рогов Яромир,166.0,79.0,33,м,продавец,90000,False,False
7453,Туров Константин,167.0,80.0,76,м,студент,207000,False,False
7454,Белов Григорий,194.0,79.0,66,м,преподаватель,496000,False,False
7455,Александров Архип,194.0,67.0,21,м,автослесарь,450000,False,False
7456,Большаков Арсентий,167.0,65.0,51,м,студент,265000,False,False
7457,Костин Кондрат,177.0,68.0,87,м,бухгалтер,95000,False,False
7458,Герасимов Остап,167.0,75.0,38,м,студент,417000,False,False
7459,Блинов Август,178.0,81.0,83,м,программист,434000,False,False
7460,Зайцев Тимур,193.0,73.0,18,м,автослесарь,294000,False,False
7461,Силин Даниил,176.0,50.0,60,м,студент,414000,False,False
7462,Красильников Эдуард,185.0,109.0,79,м,сантехник,237000,False,False
7463,Жданов Олег,182.0,65.0,36,м,врач,161000,False,False
7464,Герасимов Руслан,184.0,66.0,55,м,сантехник,221000,False,False
7465,Куликов Тихон,176.0,117.0,19,м,врач,121000,False,False
7466,Харитонов Касьян,179.0,119.0,78,м,врач,219000,False,False
7467,Фадеев Матвей,165.0,73.0,59,м,бухгалтер,420000,False,False
7468,Потапов Влад,167.0,80.0,43,м,сантехник,198000,False,False
7469,Беляков Леонтий,193.0,106.0,82,м,сантехник,70000,False,False
7470,Коновалов Ярослав,174.0,110.0,27,м,преподаватель,476000,False,False
7471,Харитонов Евстахий,170.0,75.0,87,м,преподаватель,163000,False,False
7472,Крылов Сергей,193.0,58.0,27,м,преподаватель,279000,False,False
7473,Тихонов Елисей,184.0,59.0,68,м,врач,432000,False,False
7474,Копылов Роман,175.0,65.0,73,м,сантехник,166000,False,False
7475,Григорьев Игорь,192.0,67.0,85,м,преподаватель,298000,False,False
7476,Орехов Аристарх,183.0,57.0,41,м,врач,476000,False,False
7477,Копылов Эльдар,171.0,72.0,24,м,студент,14000,False,False
7478,Васильев Максим,170.0,51.0,62,м,преподаватель,247000,False,False
7479,Меркушев Демьян,182.0,98.0,56,м,бухгалтер,386000,False,False
7480,Волков Михаил,189.0,117.0,33,м,сантехник,126000,False,False
7481,Горбачёв Егор,185.0,68.0,28,м,автослесарь,80000,False,True
7482,Блинов Авраам,173.0,90.0,35,м,бухгалтер,361000,False,False
7483,Захаров Вольдемар,175.0,98.0,59,м,бухгалтер,78000,False,False
7484,Степанов Климент,168.0,58.0,82,м,студент,415000,False,False
7485,Сорокин Феликс,193.0,77.0,65,м,инженер,364000,False,False
7486,Нестеров Давид,171.0,112.0,40,м,программист,449000,False,False
7487,Александров Трофим,179.0,92.0,88,м,автослесарь,60000,False,False
7488,Мясников Елисей,184.0,60.0,22,м,преподаватель,220000,False,False
7489,Пахомов Данил,176.0,119.0,57,м,врач,86000,False,False
7490,Богданов Давыд,181.0,90.0,63,м,программист,353000,False,False
7491,Кулагин Матвей,174.0,80.0,53,м,программист,53000,False,False
7492,Мамонтов Ренат,175.0,83.0,51,м,преподаватель,99000,False,False
7493,Дорофеев Наум,172.0,72.0,45,м,сантехник,29000,False,False
7494,Беляков Никита,190.0,102.0,60,м,продавец,278000,False,False
7495,Крылов Радомир,171.0,65.0,63,м,бухгалтер,486000,False,False
7496,Ершов Зиновий,175.0,85.0,61,м,врач,354000,False,False
7497,Бирюков Прохор,176.0,91.0,41,м,продавец,326000,False,False
7498,Третьяков Михаил,175.0,99.0,18,м,преподаватель,24000,False,False
7499,Шестаков Спартак,168.0,117.0,75,м,врач,152000,False,False
7500,Архипов Иеремия,188.0,68.0,89,м,продавец,420000,False,True
7501,Петухов Еремей,189.0,59.0,68,м,бухгалтер,465000,False,False
7502,Новиков Осип,182.0,106.0,87,м,автослесарь,202000,False,False
7503,Фомичёв Модест,192.0,99.0,23,м,студент,54000,False,False
7504,Рогов Дамир,180.0,68.0,18,м,преподаватель,80000,False,True
7505,Михайлов Илья,166.0,62.0,85,м,бухгалтер,188000,False,False
7506,Брагин Максим,192.0,109.0,44,м,бухгалтер,94000,False,False
7507,Трофимов Никанор,184.0,68.0,88,м,инженер,134000,False,True
7508,Гусев Матвей,174.0,83.0,75,м,инженер,365000,False,False
7509,Рожков Феликс,177.0,72.0,72,м,автослесарь,22000,False,False
7510,Яковлев Ренат,167.0,71.0,27,м,продавец,190000,False,False
7511,Зыков Гордей,188.0,80.0,81,м,бухгалтер,173000,False,False
7512,Шестаков Валерий,194.0,57.0,63,м,бухгалтер,149000,False,False
7513,Родионов Матвей,183.0,106.0,68,м,автослесарь,409000,False,False
7514,Ефремов Евстахий,175.0,117.0,46,м,студент,355000,False,False
7515,Ильин Потап,192.0,81.0,23,м,врач,156000,False,False
7516,Яковлев Михаил,167.0,107.0,51,м,преподаватель,221000,False,False
7517,Устинов Владислав,173.0,67.0,81,м,студент,297000,False,False
7518,Карпов Влас,182.0,89.0,87,м,программист,492000,False,False
7519,Шарапов Яромир,170.0,86.0,19,м,преподаватель,173000,False,False
7520,Красильников Иероним,179.0,94.0,45,м,инженер,167000,False,False
7521,Орехов Виктор,192.0,109.0,56,м,врач,302000,False,False
7522,Афанасьев Моисей,193.0,82.0,89,м,продавец,76000,False,False
7523,Лобанов Севастьян,184.0,84.0,51,м,преподаватель,453000,False,False
7524,Фёдоров Демьян,184.0,68.0,22,м,программист,85000,False,True
7525,Исаков Потап,190.0,74.0,62,м,сантехник,340000,False,False
7526,Никитин Авраам,188.0,106.0,57,м,сантехник,97000,False,False
7527,Фёдоров Захар,191.0,84.0,25,м,преподаватель,42000,False,False
7528,Кононов Игнат,191.0,96.0,87,м,бухгалтер,475000,False,False
7529,Калашников Антон,175.0,52.0,38,м,автослесарь,407000,False,False
7530,Шубин Василий,177.0,62.0,80,м,продавец,437000,False,False
7531,Голубев Вольдемар,183.0,91.0,60,м,автослесарь,413000,False,False
7532,Симонов Александр,188.0,89.0,64,м,продавец,356000,False,False
7533,Афанасьев Дамир,175.0,96.0,55,м,врач,345000,True,False
7534,Михайлов Ринат,183.0,114.0,69,м,продавец,410000,False,False
7535,Филатов Иероним,182.0,103.0,88,м,автослесарь,13000,False,False
7536,Субботин Давыд,174.0,116.0,58,м,врач,67000,False,False
7537,Мамонтов Зиновий,169.0,51.0,89,м,студент,29000,False,False
7538,Крюков Мирослав,182.0,54.0,42,м,сантехник,466000,False,False
7539,Федосеев Емельян,190.0,80.0,56,м,программист,125000,False,False
7540,Казаков Фома,175.0,55.0,19,м,автослесарь,56000,True,False
7541,Сысоев Эльдар,191.0,114.0,49,м,врач,405000,False,False
7542,Бобров Олег,165.0,101.0,26,м,программист,425000,False,False
7543,Некрасов Александр,168.0,83.0,43,м,студент,227000,False,False
7544,Носов Алексей,193.0,100.0,79,м,преподаватель,102000,False,False
7545,Бирюков Глеб,190.0,74.0,75,м,программист,159000,False,False
7546,Романов Кондрат,189.0,55.0,78,м,продавец,62000,False,False
7547,Морозов Арсентий,177.0,74.0,57,м,сантехник,395000,False,False
7548,Наумов Арсен,178.0,77.0,38,м,программист,428000,False,False
7549,Меркушев Виталий,193.0,85.0,87,м,преподаватель,407000,False,False
7550,Потапов Святослав,168.0,65.0,25,м,студент,446000,False,False
7551,Соболев Иероним,167.0,86.0,25,м,программист,248000,False,False
7552,Александров Аполлон,175.0,81.0,20,м,продавец,102000,True,False
7553,Самойлов Флор,175.0,100.0,89,м,продавец,364000,False,False
7554,Матвеев Зорийй,186.0,68.0,75,м,врач,17000,False,True
7555,Никифоров Мирослав,186.0,68.0,37,м,автослесарь,385000,False,True
7556,Блинов Бронислав,175.0,63.0,35,м,программист,349000,True,False
7557,Волков Димитрий,169.0,54.0,71,м,инженер,455000,False,False
7558,Морозов Святослав,186.0,97.0,76,м,автослесарь,310000,False,False
7559,Красильников Михаил,176.0,83.0,82,м,преподаватель,173000,False,False
7560,Куликов Юрий,180.0,97.0,73,м,врач,246000,False,False
7561,Бобылёв Аристарх,173.0,96.0,55,м,бухгалтер,495000,False,False
7562,Шашков Валентин,173.0,54.0,25,м,бухгалтер,207000,False,False
7563,Орехов Давид,187.0,93.0,49,м,программист,103000,False,False
7564,Соболев Фёдор,189.0,71.0,83,м,бухгалтер,70000,False,False
7565,Доронин Вадим,178.0,105.0,64,м,инженер,111000,False,False
7566,Носков Игнат,179.0,116.0,73,м,сантехник,489000,False,False
7567,Попов Глеб,180.0,95.0,71,м,продавец,145000,False,False
7568,Волков Артём,173.0,85.0,82,м,студент,186000,False,False
7569,Сысоев Иосиф,169.0,68.0,31,м,врач,483000,False,False
7570,Емельянов Бронислав,173.0,99.0,50,м,инженер,12000,False,False
7571,Субботин Рустам,176.0,106.0,83,м,преподаватель,441000,False,False
7572,Беспалов Станислав,172.0,89.0,33,м,программист,338000,False,False
7573,Федосеев Василий,172.0,72.0,84,м,программист,113000,False,False
7574,Сазонов Марат,192.0,80.0,31,м,продавец,61000,False,False
7575,Тимофеев Радий,175.0,67.0,69,м,преподаватель,327000,True,False
7576,Рожков Аполлинарий,179.0,92.0,77,м,студент,337000,False,False
7577,Устинов Давид,175.0,108.0,24,м,автослесарь,291000,True,False
7578,Андреев Зорийй,178.0,105.0,41,м,бухгалтер,462000,False,False
7579,Давыдов Макарий,186.0,68.0,82,м,сантехник,63000,False,False
7580,Моисеев Павел,188.0,88.0,56,м,продавец,302000,False,False
7581,Русаков Митрофан,179.0,82.0,18,м,студент,172000,False,False
7582,Зуев Гордей,181.0,82.0,28,м,инженер,225000,False,False
7583,Красильников Зиновий,192.0,62.0,28,м,преподаватель,190000,False,False
7584,Мельников Клим,194.0,68.0,77,м,преподаватель,457000,False,True
7585,Артемьев Диомид,188.0,72.0,19,м,бухгалтер,24000,False,False
7586,Фомин Андрей,173.0,82.0,41,м,преподаватель,484000,False,False
7587,Доронин Евстахий,189.0,69.0,76,м,бухгалтер,260000,False,False
7588,Фомичёв Болеслав,187.0,93.0,50,м,автослесарь,70000,False,False
7589,Дорофеев Владимир,180.0,63.0,42,м,инженер,493000,False,False
7590,Федотов Филипп,194.0,63.0,44,м,бухгалтер,95000,False,False
7591,Рожков Спартак,179.0,57.0,58,м,автослесарь,253000,False,False
7592,Тарасов Касьян,165.0,51.0,70,м,сантехник,394000,False,False
7593,Доронин Мирослав,177.0,73.0,50,м,сантехник,495000,False,False
7594,Князев Потап,173.0,68.0,54,м,продавец,361000,False,False
7595,Крылов Терентий,184.0,109.0,71,м,инженер,157000,False,False
7596,Потапов Демид,190.0,100.0,41,м,программист,137000,False,False
7597,Петров Григорий,190.0,105.0,66,м,преподаватель,228000,False,False
7598,Лукин Клим,167.0,65.0,33,м,инженер,110000,False,False
7599,Гаврилов Терентий,175.0,100.0,82,м,бухгалтер,99000,True,False
7600,Кондратьев Остап,182.0,64.0,41,м,сантехник,233000,False,False
7601,Киселёв Кондрат,186.0,78.0,30,м,сантехник,197000,False,False
7602,Евдокимов Макар,189.0,104.0,20,м,продавец,60000,False,False
7603,Семёнов Роман,169.0,119.0,86,м,бухгалтер,165000,False,False
7604,Кудряшов Антон,184.0,112.0,66,м,инженер,304000,False,False
7605,Логинов Добрыня,166.0,76.0,68,м,преподаватель,371000,False,False
7606,Баранов Лукьян,169.0,56.0,23,м,продавец,35000,False,False
7607,Носков Федот,193.0,75.0,66,м,автослесарь,374000,False,False
7608,Киселёв Арсен,177.0,88.0,32,м,врач,467000,False,False
7609,Титов Родион,193.0,61.0,46,м,программист,479000,False,False
7610,Молчанов Кирилл,175.0,54.0,66,м,студент,45000,True,False
7611,Бобров Владислав,168.0,117.0,67,м,инженер,149000,False,False
7612,Лапин Никола,170.0,52.0,20,м,программист,124000,False,False
7613,Семёнов Назар,181.0,58.0,25,м,студент,306000,False,False
7614,Фокин Гавриил,178.0,68.0,72,м,автослесарь,352000,False,True
7615,Тарасов Иван,177.0,63.0,49,м,бухгалтер,243000,False,False
7616,Ермаков Зиновий,178.0,79.0,18,м,преподаватель,248000,False,False
7617,Блохин Харитон,169.0,119.0,81,м,сантехник,131000,False,False
7618,Степанов Клим,172.0,86.0,76,м,преподаватель,32000,False,False
7619,Сазонов Анфим,167.0,99.0,79,м,врач,227000,False,False
7620,Михайлов Аркадий,194.0,108.0,88,м,продавец,492000,False,False
7621,Фёдоров Никита,179.0,57.0,60,м,студент,331000,False,False
7622,Щербаков Иосиф,169.0,100.0,45,м,студент,302000,False,False
7623,Исаев Павел,178.0,62.0,32,м,врач,258000,False,False
7624,Щербаков Осип,178.0,100.0,67,м,студент,432000,False,False
7625,Суханов Макарий,185.0,68.0,24,м,инженер,142000,False,True
7626,Ширяев Олег,181.0,65.0,76,м,студент,247000,False,False
7627,Кондратьев Зорийй,184.0,117.0,29,м,инженер,374000,False,False
7628,Лебедев Фаддей,183.0,68.0,35,м,преподаватель,457000,False,True
7629,Макаров Игорь,171.0,92.0,63,м,бухгалтер,482000,False,False
7630,Афанасьев Виссарион,192.0,97.0,52,м,врач,205000,False,False
7631,Шилов Евстахий,184.0,82.0,46,м,инженер,24000,False,False
7632,Рыбаков Юлий,175.0,62.0,67,м,студент,307000,False,False
7633,Зиновьев Рустам,194.0,96.0,78,м,преподаватель,270000,False,False
7634,Орлов Борис,180.0,100.0,20,м,студент,216000,False,False
7635,Куликов Евстахий,192.0,94.0,82,м,программист,499000,False,False
7636,Марков Валерий,183.0,117.0,32,м,бухгалтер,332000,False,False
7637,Фадеев Тимофей,170.0,83.0,89,м,студент,293000,False,False
7638,Григорьев Данила,175.0,75.0,66,м,продавец,115000,False,False
7639,Одинцов Климент,173.0,81.0,40,м,программист,60000,False,False
7640,Николаев Анфим,187.0,111.0,83,м,продавец,262000,False,False
7641,Комиссаров Севастьян,175.0,69.0,72,м,программист,135000,False,False
7642,Игнатов Макар,179.0,73.0,42,м,продавец,487000,False,False
7643,Князев Анатолий,187.0,115.0,65,м,автослесарь,473000,False,False
7644,Носов Сергей,180.0,97.0,36,м,студент,254000,False,False
7645,Григорьев Федот,173.0,55.0,28,м,автослесарь,216000,False,False
7646,Савин Иосиф,169.0,115.0,48,м,программист,432000,False,False
7647,Галкин Фома,186.0,52.0,66,м,программист,430000,False,False
7648,Шарапов Дмитрий,175.0,112.0,58,м,инженер,302000,True,False
7649,Буров Тимур,175.0,85.0,46,м,продавец,40000,True,False
7650,Гаврилов Павел,168.0,57.0,49,м,сантехник,238000,False,False
7651,Брагин Клим,186.0,72.0,89,м,продавец,466000,False,False
7652,Цветков Никифор,188.0,92.0,85,м,программист,30000,False,False
7653,Гущин Семен,170.0,52.0,66,м,программист,353000,False,False
7654,Игнатов Казимир,174.0,93.0,59,м,студент,284000,False,False
7655,Баранов Степан,172.0,66.0,42,м,продавец,164000,False,False
7656,Матвеев Лукьян,170.0,91.0,19,м,преподаватель,16000,False,False
7657,Максимов Владлен,175.0,64.0,55,м,бухгалтер,154000,False,False
7658,Овчинников Архип,165.0,62.0,78,м,программист,228000,False,False
7659,Брагин Лукьян,175.0,89.0,60,м,врач,382000,True,False
7660,Алексеев Денис,178.0,102.0,47,м,автослесарь,466000,False,False
7661,Васильев Руслан,175.0,59.0,85,м,преподаватель,404000,True,False
7662,Семёнов Владислав,179.0,66.0,21,м,программист,491000,False,False
7663,Мясников Авраам,177.0,106.0,69,м,инженер,208000,False,False
7664,Рябов Филипп,178.0,78.0,24,м,студент,36000,False,False
7665,Михеев Владлен,194.0,100.0,55,м,сантехник,292000,False,False
7666,Марков Леонид,192.0,80.0,32,м,студент,468000,False,False
7667,Дементьев Никанор,174.0,52.0,66,м,автослесарь,282000,False,False
7668,Архипов Фома,167.0,105.0,73,м,преподаватель,122000,False,False
7669,Шубин Никанор,171.0,79.0,74,м,сантехник,206000,False,False
7670,Устинов Илья,183.0,59.0,20,м,бухгалтер,80000,False,False
7671,Никонов Юлиан,165.0,92.0,52,м,сантехник,378000,False,False
7672,Осипов Леонид,188.0,116.0,32,м,студент,336000,False,False
7673,Кулаков Еремей,187.0,68.0,26,м,инженер,378000,False,True
7674,Чернов Самсон,180.0,68.0,20,м,студент,428000,False,True
7675,Маслов Аристарх,189.0,75.0,78,м,автослесарь,182000,False,False
7676,Харитонов Анастасий,178.0,118.0,89,м,преподаватель,29000,False,False
7677,Михеев Эрик,166.0,116.0,86,м,автослесарь,148000,False,False
7678,Лихачёв Феликс,166.0,104.0,50,м,бухгалтер,164000,False,False
7679,Виноградов Александр,169.0,52.0,86,м,студент,189000,False,False
7680,Смирнов Гавриил,182.0,69.0,89,м,преподаватель,427000,False,False
7681,Орлов Святослав,175.0,68.0,38,м,автослесарь,222000,True,True
7682,Лобанов Иван,175.0,60.0,43,м,бухгалтер,262000,True,False
7683,Ларионов Климент,175.0,100.0,63,м,автослесарь,49000,True,False
7684,Денисов Зиновий,167.0,74.0,29,м,бухгалтер,277000,False,False
7685,Овчинников Радик,183.0,110.0,85,м,бухгалтер,333000,False,False
7686,Куликов Парамон,170.0,99.0,88,м,студент,245000,False,False
7687,Блинов Илларион,190.0,107.0,51,м,врач,104000,False,False
7688,Горшков Федот,177.0,81.0,39,м,преподаватель,318000,False,False
7689,Прохоров Семен,174.0,93.0,58,м,автослесарь,365000,False,False
7690,Егоров Григорий,193.0,56.0,67,м,студент,404000,False,False
7691,Соболев Степан,172.0,87.0,52,м,бухгалтер,152000,False,False
7692,Тетерин Аким,167.0,94.0,23,м,автослесарь,381000,False,False
7693,Зиновьев Мирослав,192.0,113.0,63,м,преподаватель,91000,False,False
7694,Лукин Ефим,167.0,61.0,47,м,бухгалтер,212000,False,False
7695,Нестеров Архип,180.0,84.0,23,м,сантехник,269000,False,False
7696,Романов Антон,173.0,105.0,89,м,продавец,306000,False,False
7697,Кошелев Константин,177.0,72.0,79,м,программист,106000,False,False
7698,Щербаков Станислав,167.0,62.0,62,м,автослесарь,261000,False,False
7699,Логинов Никодим,175.0,68.0,65,м,студент,483000,True,True
7700,Зуев Платон,180.0,56.0,18,м,инженер,95000,False,False
7701,Фомичёв Остап,182.0,70.0,42,м,сантехник,214000,False,False
7702,Осипов Августин,181.0,94.0,34,м,продавец,311000,False,False
7703,Самойлов Геннадий,187.0,108.0,78,м,программист,419000,False,False
7704,Гуляев Димитрий,188.0,68.0,72,м,сантехник,10000,False,True
7705,Данилов Иннокентий,179.0,78.0,60,м,программист,495000,False,False
7706,Панфилов Филимон,190.0,118.0,89,м,автослесарь,191000,False,False
7707,Максимов Сидор,185.0,62.0,28,м,бухгалтер,421000,False,False
7708,Мартынов Авраам,186.0,113.0,54,м,сантехник,321000,False,False
7709,Брагин Захар,191.0,111.0,83,м,инженер,357000,False,False
7710,Брагин Игнат,171.0,68.0,69,м,бухгалтер,287000,False,True
